20/09/2024	Factura C	0003-00000997	CUIT	30609160558	74389684236778	12109.15
20/09/2024	Factura C	0003-00000996	CUIT	30714182753	74389683775867	51778.83
09/09/2024	Factura C	0003-00000995	CUIT	30500037217	74379413455490	244292.47
05/09/2024	Factura C	0003-00000994	CUIT	30686273330	74369922512540	12166.14
05/09/2024	Factura C	0003-00000993	CUIT	30688254090	74369921478863	86423.4
05/09/2024	Factura C	0003-00000992	CUIT	30500000127	74369920740442	121596.76
05/09/2024	Factura C	0003-00000991	CUIT	30687156168	74369920168342	38005.71
05/09/2024	Factura C	0003-00000990	CUIT	30714590541	74369919601969	170196.21
05/09/2024	Factura C	0003-00000989	CUIT	30500036911	74369918967219	354444.97
04/09/2024	Factura C	0003-00000988	CUIT	30500017011	74369804768213	237662.41
04/09/2024	Factura C	0003-00000987	CUIT	33707366589	74369803414474	91738.17
04/09/2024	Factura C	0003-00000986	CUIT	33686262869	74369802918333	124.8
04/09/2024	Factura C	0003-00000985	CUIT	33686262869	74369802453453	135.16
04/09/2024	Factura C	0003-00000984	CUIT	30500031960	74369801944028	171123.4
28/08/2024	Factura C	0003-00000983	CUIT	30500051163	74359958780481	43517.27
26/08/2024	Factura C	0003-00000982	CUIT	30500051163	74359700810627	220084.24
20/08/2024	Factura C	0003-00000981	CUIT	30609160558	74349121137950	11636.29
20/08/2024	Factura C	0003-00000980	CUIT	30500049770	74349120761438	89403.81
20/08/2024	Factura C	0003-00000979	CUIT	30714182753	74349120360971	67933.25
20/08/2024	Factura C	0003-00000978	CUIT	30657048689	74349120064987	79872.64
08/08/2024	Factura C	0003-00000977	CUIT	30686273330	74329756834399	11651.13
08/08/2024	Factura C	0003-00000976	CUIT	30688254090	74329755496468	87007.23
08/08/2024	Factura C	0003-00000975	CUIT	30714590541	74329752315662	206098.67
08/08/2024	Factura C	0003-00000974	CUIT	30687156168	74329751764150	71393.63
08/08/2024	Factura C	0003-00000973	CUIT	30500017011	74329751230233	244911.06
08/08/2024	Factura C	0003-00000972	CUIT	30500037217	74329750722663	199489.8
05/08/2024	Factura C	0003-00000971	CUIT	33707366589	74329363118886	91287.47
05/08/2024	Factura C	0003-00000970	CUIT	30500031960	74329362128082	116326.51
05/08/2024	Factura C	0003-00000969	CUIT	30500000127	74329359202411	117986.3
05/08/2024	Factura C	0003-00000968	CUIT	30500036911	74329358623774	281058.5
29/07/2024	Factura C	0003-00000967	CUIT	30500051163	74319515990369	77506.42
22/07/2024	Factura C	0003-00000966	CUIT	30657048689	74309726133241	50013.95
22/07/2024	Factura C	0003-00000965	CUIT	30500051163	74309710314427	95650.94
18/07/2024	Factura C	0003-00000964	CUIT	30500049770	74299310997103	67038.64
18/07/2024	Factura C	0003-00000963	CUIT	30714182753	74299310522188	60661.16
15/07/2024	Factura C	0003-00000962	CUIT	30500037217	74299948517404	230654.38
15/07/2024	Factura C	0003-00000961	CUIT	30609160558	74299947665872	11050.49
11/07/2024	Factura C	0003-00000960	CUIT	30500036911	74289531323563	113241.16
05/07/2024	Factura C	0003-00000959	CUIT	30686273330	74279853407019	8776
05/07/2024	Factura C	0003-00000958	CUIT	30688254090	74279852285684	54481.42
04/07/2024	Factura C	0003-00000957	CUIT	33686262869	74279731613731	10943.99
04/07/2024	Factura C	0003-00000956	CUIT	30500031960	74279731285362	159726.45
04/07/2024	Factura C	0003-00000955	CUIT	30687156168	74279730498303	109105.73
02/07/2024	Factura C	0003-00000954	CUIT	30500017011	74279464280368	200813.41
02/07/2024	Factura C	0003-00000953	CUIT	30500000127	74279463362718	103137.91
02/07/2024	Factura C	0003-00000952	CUIT	30714590541	74279462425558	158136.27
02/07/2024	Factura C	0003-00000951	CUIT	33707366589	74279461421087	89288.76
27/06/2024	Factura C	0003-00000950	CUIT	30500051163	74269888365586	112729.4
26/06/2024	Nota de Crédito C	0003-00000017	CUIT	30500049770	74269758002658	12581.36
25/06/2024	Factura C	0003-00000949	CUIT	30714182753	74269589417869	31784.08
24/06/2024	Factura C	0003-00000948	CUIT	30657048689	74269491678247	46490.42
24/06/2024	Factura C	0003-00000947	CUIT	30500051163	74269465413469	116318.97
18/06/2024	Factura C	0003-00000946	CUIT	30609160558	74259879330093	10555.7
18/06/2024	Factura C	0003-00000945	CUIT	30500049770	74259878950480	71777.72
18/06/2024	Factura C	0003-00000944	CUIT	30688254090	74259878180111	50643.16
18/06/2024	Factura C	0003-00000943	CUIT	30500036911	74259877744622	274722.55
18/06/2024	Factura C	0003-00000942	CUIT	30686273330	74259877367652	12085.02
18/06/2024	Factura C	0003-00000941	CUIT	30500037217	74259877054943	156623.1
06/06/2024	Factura C	0003-00000940	CUIT	30687156168	74239569334638	57963.26
06/06/2024	Factura C	0003-00000939	CUIT	30714590541	74239568378298	151947.5
06/06/2024	Factura C	0003-00000938	CUIT	30500017011	74239567938881	264443.72
06/06/2024	Factura C	0003-00000937	CUIT	33707366589	74239567419352	63248.28
06/06/2024	Factura C	0003-00000936	CUIT	30500000127	74239566829221	120234.08
06/06/2024	Factura C	0003-00000935	CUIT	33686262869	74239566427292	8252.65
06/06/2024	Factura C	0003-00000934	CUIT	30500031960	74239566027236	199982.56
27/05/2024	Factura C	0003-00000933	CUIT	30500051163	74229413876838	222477.09
22/05/2024	Factura C	0003-00000932	CUIT	30657048689	74219893442385	50138.89
21/05/2024	Factura C	0003-00000931	CUIT	30686273330	74219782868479	5727.06
21/05/2024	Factura C	0003-00000930	CUIT	30500049770	74219781721862	107773.72
21/05/2024	Factura C	0003-00000929	CUIT	30500036911	74219780679529	236503.16
21/05/2024	Factura C	0003-00000928	CUIT	30609160558	74219780188945	9979.53
21/05/2024	Factura C	0003-00000927	CUIT	30714182753	74219779694587	55963.31
10/05/2024	Factura C	0003-00000926	CUIT	30500000127	74199655293134	105637.67
09/05/2024	Factura C	0003-00000925	CUIT	30688254090	74199584597456	54617.54
09/05/2024	Factura C	0003-00000924	CUIT	30500017011	74199584443646	269827.96
09/05/2024	Factura C	0003-00000923	CUIT	30687156168	74199584294067	101702.5
09/05/2024	Factura C	0003-00000922	CUIT	30714590541	74199584149918	222288.67
09/05/2024	Factura C	0003-00000921	CUIT	33707366589	74199583664329	54476.44
09/05/2024	Factura C	0003-00000920	CUIT	30500037217	74199524721212	132743.38
09/05/2024	Factura C	0003-00000919	CUIT	33686262869	74199524298401	10440.15
09/05/2024	Factura C	0003-00000918	CUIT	30500031960	74199523974239	195993.47
29/04/2024	Factura C	0003-00000917	CUIT	30500051163	74189343977794	214556.71
23/04/2024	Factura C	0003-00000916	CUIT	30657048689	74179752877367	42766.11
23/04/2024	Factura C	0003-00000915	CUIT	30686273330	74179738570496	6361.43
23/04/2024	Factura C	0003-00000914	CUIT	30500001115	74179737899734	56430.01
23/04/2024	Factura C	0003-00000913	CUIT	30500036911	74179737243529	136207.24
23/04/2024	Factura C	0003-00000912	CUIT	30609160558	74179736438139	9285.53
23/04/2024	Factura C	0003-00000911	CUIT	30714182753	74179735503644	28161.71
23/04/2024	Factura C	0003-00000910	CUIT	30500049770	74179733542570	78140.27
08/04/2024	Factura C	0003-00000909	CUIT	33707366589	74159166507241	40623.91
08/04/2024	Factura C	0003-00000908	CUIT	3050017011	74159163842461	309668.86
08/04/2024	Factura C	0003-00000907	CUIT	33686262869	74159162271380	11236.69
08/04/2024	Factura C	0003-00000906	CUIT	30500000127	74159161613433	93657.58
08/04/2024	Factura C	0003-00000905	CUIT	30688254090	74159160793810	41165.19
08/04/2024	Factura C	0003-00000904	CUIT	30500031960	74159142913590	167914.48
08/04/2024	Factura C	0003-00000903	CUIT	30500037217	74159140935478	175172.84
08/04/2024	Factura C	0003-00000902	CUIT	30687156168	74159140418378	50831.55
08/04/2024	Factura C	0003-00000901	CUIT	30714590541	74159139650286	215445.88
25/03/2024	Factura C	0003-00000900	CUIT	30714182753	74139624902319	24235.81
25/03/2024	Factura C	0003-00000899	CUIT	30500051163	74139624437224	194688.4
21/03/2024	Factura C	0003-00000898	CUIT	30609160558	74129220547658	11542.85
21/03/2024	Factura C	0003-00000897	CUIT	30500036911	74129219980927	47729.1
21/03/2024	Factura C	0003-00000896	CUIT	30500049770	74129219273245	78452.74
21/03/2024	Factura C	0003-00000895	CUIT	30657048689	74129218462702	26673.54
12/03/2024	Factura C	0003-00000894	CUIT	30500001115	74119255088239	24794.2
12/03/2024	Factura C	0003-00000893	CUIT	30686273330	74119254521288	7402.49
12/03/2024	Factura C	0003-00000892	CUIT	30500037217	74119254006795	115125.94
06/03/2024	Factura C	0003-00000891	CUIT	30688254090	74109591717626	34478.17
06/03/2024	Factura C	0003-00000890	CUIT	30714590541	74109590768532	201259.53
06/03/2024	Factura C	0003-00000889	CUIT	30687156168	74109590073450	70527.67
06/03/2024	Factura C	0003-00000888	CUIT	30500017011	74109588721285	221725.25
06/03/2024	Factura C	0003-00000887	CUIT	33707366589	74109588124011	41394.68
06/03/2024	Factura C	0003-00000886	CUIT	30500000127	74109587371647	82357.53
06/03/2024	Factura C	0003-00000885	CUIT	33686262869	74109586794062	11764.55
06/03/2024	Factura C	0003-00000884	CUIT	30500031960	74109586372566	142628.22
26/02/2024	Factura C	0003-00000883	CUIT	30500049770	74099535208092	66993.52
26/02/2024	Factura C	0003-00000882	CUIT	30500051163	74099533838627	180446.25
22/02/2024	Factura C	0003-00000881	CUIT	30657048689	74089122688173	57585.89
21/02/2024	Factura C	0003-00000880	CUIT	30714182753	74089052710902	83433.59
21/02/2024	Factura C	0003-00000879	CUIT	30609160558	74089011154353	15111.99
14/02/2024	Factura C	0003-00000878	CUIT	30686273330	74079248710403	9235.94
14/02/2024	Factura C	0003-00000877	CUIT	30688254090	74079247514274	62729.73
14/02/2024	Factura C	0003-00000876	CUIT	30687156168	74079246829730	231452.33
14/02/2024	Factura C	0003-00000875	CUIT	30500036911	74079245477674	29941.75
14/02/2024	Factura C	0003-00000874	CUIT	30500000127	74079243839743	70933.69
14/02/2024	Factura C	0003-00000873	CUIT	30500037217	74079243184650	122119.43
14/02/2024	Factura C	0003-00000872	CUIT	30500017011	74079242307013	187477.08
14/02/2024	Factura C	0003-00000871	CUIT	33707366589	7407923718997	26549.39
14/02/2024	Factura C	0003-00000870	CUIT	33686262869	74079237336668	13016.39
14/02/2024	Factura C	0003-00000869	CUIT	30500031960	74079236862670	131186.89
02/02/2024	Factura C	0003-00000868	CUIT	30714590541	74059011049215	223282.4
29/01/2024	Factura C	0003-00000867	CUIT	30500051163	74059518538917	95930.59
26/01/2024	Factura C	0003-00000866	CUIT	30500051163	74049263062517	76418.02
22/01/2024	Factura C	0003-00000865	CUIT	30500036911	74049789274486	29043.5
22/01/2024	Factura C	0003-00000864	CUIT	30500049770	74049788361782	49931.55
22/01/2024	Factura C	0003-00000863	CUIT	30657048689	74049787569911	23376.68
22/01/2024	Factura C	0003-00000862	CUIT	30714182753	74049786935737	49488.24
15/01/2024	Factura C	0003-00000861	CUIT	30609160558	74039074331534	15776.06
10/01/2024	Factura C	0003-00000860	CUIT	30500017011	74029498188288	152253.47
10/01/2024	Factura C	0003-00000859	CUIT	30500037217	74029498061628	86602.61
10/01/2024	Factura C	0003-00000858	CUIT	30686273330	74029497968737	5316
04/01/2024	Factura C	0003-00000857	CUIT	30688254090	74019876916740	25464.8
04/01/2024	Factura C	0003-00000856	CUIT	30687156168	74019876339310	139777.52
04/01/2024	Factura C	0003-00000855	CUIT	30714590541	74019875867471	74305.95
04/01/2024	Factura C	0003-00000854	CUIT	33686262869	74019875362484	10034.96
04/01/2024	Factura C	0003-00000853	CUIT	30500000127	74019847462179	61187.32
04/01/2024	Factura C	0003-00000852	CUIT	30500031960	74019846585048	132139.1
04/01/2024	Factura C	0003-00000851	CUIT	33707366589	74019844948676	36929.9
26/12/2023	Factura C	0003-00000850	CUIT	30714806005	73529817635263	4375.86
26/12/2023	Factura C	0003-00000849	CUIT	30500051163	73529817021081	165715.85
21/12/2023	Factura C	0003-00000848	CUIT	30714182753	73519297481938	35463.33
19/12/2023	Factura C	0003-00000847	CUIT	30500049770	73519044026910	41135.37
18/12/2023	Factura C	0003-00000846	CUIT	30500001115	73519892320669	23311.69
18/12/2023	Factura C	0003-00000845	CUIT	30500001115	73519892042404	12721.85
18/12/2023	Factura C	0003-00000844	CUIT	30609160558	73519891148192	14549.91
11/12/2023	Factura C	0003-00000843	CUIT	30686273330	73509121001344	4126.4
11/12/2023	Factura C	0003-00000842	CUIT	30688254090	73509120094178	4766.74
11/12/2023	Factura C	0003-00000841	CUIT	30714590541	73509119332254	120145.02
11/12/2023	Factura C	0003-00000840	CUIT	30687156168	73509118718769	96779.13
11/12/2023	Factura C	0003-00000839	CUIT	30500017011	73509117636037	131353.66
11/12/2023	Factura C	0003-00000838	CUIT	30500036911	73509115775635	20428.7
11/12/2023	Factura C	0003-00000837	CUIT	33707366589	73509114914414	24399.97
11/12/2023	Factura C	0003-00000836	CUIT	30500000127	73509114173122	53296.57
11/12/2023	Factura C	0003-00000835	CUIT	30500037217	73509113559700	61360.95
11/12/2023	Factura C	0003-00000834	CUIT	33686262869	73509096474193	7896.62
11/12/2023	Factura C	0003-00000833	CUIT	30500031960	73509095897283	110921.21
27/11/2023	Factura C	0003-00000832	CUIT	30500051163	73489428937555	172357.77
23/11/2023	Factura C	0003-00000831	CUIT	30714182753	73479977883597	34333.03
22/11/2023	Factura C	0003-00000830	CUIT	30500036911	73479873862474	22517.33
22/11/2023	Factura C	0003-00000829	CUIT	30500049770	73479873267786	42455.77
22/11/2023	Factura C	0003-00000828	CUIT	30714806005	73479871998733	20410.67
21/11/2023	Factura C	0003-00000827	CUIT	30609160558	73479739014176	12926.25
10/11/2023	Factura C	0003-00000826	CUIT	30500001115	73459585662466	12719.9
10/11/2023	Factura C	0003-00000825	CUIT	30686273330	73459585145400	5204.48
10/11/2023	Factura C	0003-00000824	CUIT	30688254090	73459584291716	22233.84
10/11/2023	Factura C	0003-00000823	CUIT	30500037217	73459583760265	56882.99
07/11/2023	Factura C	0003-00000822	CUIT	30687156168	73459196855473	95541.03
07/11/2023	Factura C	0003-00000821	CUIT	30714590541	73459196307543	119661.13
07/11/2023	Factura C	0003-00000820	CUIT	30500017011	73459195588431	112626.16
07/11/2023	Factura C	0003-00000819	CUIT	33707366589	73459194469755	17432.38
07/11/2023	Nota de Crédito C	0003-00000016	CUIT	33707366589	73459194286050	17432.28
07/11/2023	Factura C	0003-00000818	CUIT	33707366589	73459193595390	17432.28
07/11/2023	Factura C	0003-00000817	CUIT	30500000127	73459191920560	48622.62
07/11/2023	Factura C	0003-00000816	CUIT	33686262869	73459191510624	8741.82
07/11/2023	Factura C	0003-00000815	CUIT	30500031960	73459190946715	102411.75
30/10/2023	Factura C	0003-00000814	CUIT	30500051163	73449285013038	16942.93
24/10/2023	Factura C	0003-00000813	CUIT	30500051163	73439667029794	126459.8
23/10/2023	Factura C	0003-00000812	CUIT	30500049770	73439507293883	19085.21
23/10/2023	Nota de Crédito C	0003-00000015	CUIT	30500049770	73439507128903	19260.89
23/10/2023	Factura C	0003-00000811	CUIT	30500037217	73439500519266	46084.85
23/10/2023	Factura C	0003-00000810	CUIT	30609160558	73439497048592	11403.3
23/10/2023	Factura C	0003-00000809	CUIT	30500036911	73439496114595	22517.73
23/10/2023	Factura C	0003-00000808	CUIT	30714182753	73439495519123	30002.4
23/10/2023	Factura C	0003-00000807	CUIT	30714806005	73439495178499	18959.4
23/10/2023	Factura C	0003-00000806	CUIT	30500049770	73439494114653	19260.89
09/10/2023	Factura C	0003-00000805	CUIT	30500001115	73419940195182	26743.64
04/10/2023	Factura C	0003-00000804	CUIT	30686273330	73409396990048	6937.58
04/10/2023	Factura C	0003-00000803	CUIT	30688254090	73409395972739	20652.94
04/10/2023	Factura C	0003-00000802	CUIT	30687156168	73409395210921	83467.64
04/10/2023	Factura C	0003-00000801	CUIT	30714590541	73409394643739	70778.29
04/10/2023	Factura C	0003-00000800	CUIT	30500017011	73409393999332	106515.65
04/10/2023	Factura C	0003-00000799	CUIT	30500036911	73409393378260	5690.07
04/10/2023	Factura C	0003-00000798	CUIT	33707366589	73409392352144	24651
04/10/2023	Factura C	0003-00000797	CUIT	30500000127	73409391668656	44277.09
04/10/2023	Factura C	0003-00000796	CUIT	33686262869	73409390931841	6805.09
04/10/2023	Factura C	0003-00000795	CUIT	30500031960	73409390509172	84630.6
25/09/2023	Factura C	0003-00000794	CUIT	30714182753	73399365453713	29233.92
25/09/2023	Factura C	0003-00000793	CUIT	30500051163	73399365261359	121043.03
21/09/2023	Factura C	0003-00000792	CUIT	30714806005	73389930598996	14210
20/09/2023	Factura C	0003-00000791	CUIT	30686273330	73389793667723	5250.34
20/09/2023	Factura C	0003-00000790	CUIT	30500049770	73389792928094	17896.34
12/09/2023	Factura C	0003-00000789	CUIT	30714590541	73379925816207	74568.53
12/09/2023	Factura C	0003-00000788	CUIT	30687156168	73379925448674	80713.46
12/09/2023	Factura C	0003-00000787	CUIT	30688254090	73379924723047	15479.3
12/09/2023	Factura C	0003-00000786	CUIT	30500017011	73379924217140	100825.63
12/09/2023	Factura C	0003-00000785	CUIT	30500036911	73379923341209	913.55
12/09/2023	Factura C	0003-00000784	CUIT	33707366589	73379923012221	23558.77
12/09/2023	Factura C	0003-00000783	CUIT	30500000127	73379922580282	42053.21
12/09/2023	Factura C	0003-00000782	CUIT	30500037217	73379922268209	60120.34
12/09/2023	Factura C	0003-00000781	CUIT	33686262869	73379921931798	6122.33
12/09/2023	Factura C	0003-00000780	CUIT	30500031960	73379921658907	86088.44
29/08/2023	Factura C	0003-00000779	CUIT	30500051163	73359389114462	60379.19
28/08/2023	Factura C	0003-00000778	CUIT	30500051163	73359263272350	67378.34
24/08/2023	Factura C	0003-00000777	CUIT	30714806005	73349850143311	19066.11
22/08/2023	Factura C	0003-00000776	CUIT	30500049770	73349660639515	16288.66
22/08/2023	Factura C	0003-00000775	CUIT	30500036911	73349660041686	5355.06
22/08/2023	Factura C	0003-00000774	CUIT	30714182753	73349659558407	41712.21
22/08/2023	Factura C	0003-00000773	CUIT	30500001115	73349659027596	29803.95
09/08/2023	Factura C	0003-00000772	CUIT	30687156168	73329339216666	115969.41
09/08/2023	Factura C	0003-00000771	CUIT	30714590541	73329338660439	66292.8
09/08/2023	Factura C	0003-00000770	CUIT	30686273330	73329337942634	5691.47
09/08/2023	Factura C	0003-00000769	CUIT	30688254090	73329336255083	21016.47
08/08/2023	Factura C	0003-00000768	CUIT	30500017011	73329215392916	93883
08/08/2023	Factura C	0003-00000767	CUIT	33707366589	73329214564967	24832.48
08/08/2023	Factura C	0003-00000766	CUIT	30500000127	73329214064488	36632.07
08/08/2023	Factura C	0003-00000765	CUIT	30500037217	73329213632404	46164.03
08/08/2023	Factura C	0003-00000764	CUIT	33686262869	73329213293010	9404.31
08/08/2023	Factura C	0003-00000763	CUIT	30500031960	73329212999093	77704.59
28/07/2023	Factura C	0003-00000762	CUIT	30500051163	73309964282056	55384.01
27/07/2023	Factura C	0003-00000761	CUIT	30500049770	73309857897063	10219.9
27/07/2023	Factura C	0003-00000760	CUIT	30500017011	73309857022993	98008.33
27/07/2023	Factura C	0003-00000759	CUIT	30714182753	73309856446199	24386.63
27/07/2023	Factura C	0003-00000758	CUIT	30714806005	73309855687585	12191.57
27/07/2023	Factura C	0003-00000757	CUIT	30500051163	73309854816777	51732.82
11/07/2023	Factura C	0003-00000756	CUIT	30500001115	73289218089895	59230.71
11/07/2023	Factura C	0003-00000755	CUIT	30500037217	73289193869304	37030.01
11/07/2023	Factura C	0003-00000754	CUIT	30686273330	73289192830169	3493.36
11/07/2023	Factura C	0003-00000753	CUIT	30688254090	73289191701561	13280.58
11/07/2023	Factura C	0003-00000752	CUIT	33686262869	73289190686290	5917.69
06/07/2023	Factura C	0003-00000751	CUIT	30500000127	73279690320682	33777.57
06/07/2023	Factura C	0003-00000750	CUIT	30714590541	73279661255596	74047.46
06/07/2023	Factura C	0003-00000749	CUIT	30687156168	73279660477903	67487.48
06/07/2023	Factura C	0003-00000748	CUIT	33707366589	73279659835082	38545.43
06/07/2023	Factura C	0003-00000747	CUIT	30500031960	73279654289940	73013.12
27/06/2023	Factura C	0003-00000746	CUIT	30500049770	73269606377271	9120.39
27/06/2023	Factura C	0003-00000745	CUIT	30500051163	73269604388163	86014.86
22/06/2023	Factura C	0003-00000744	CUIT	30714182753	73259157042627	19672.69
22/06/2023	Factura C	0003-00000743	CUIT	30657048689	73259156237253	10893.78
21/06/2023	Factura C	0003-00000742	CUIT	30500001115	73259035697055	27075.96
21/06/2023	Nota de Crédito C	0003-00000014	CUIT	30500001115	73259035577243	27075.76
21/06/2023	Factura C	0003-00000741	CUIT	30500036911	73259005053921	12755.86
21/06/2023	Factura C	0003-00000740	CUIT	30500037217	73259004117822	24247.76
21/06/2023	Factura C	0003-00000739	CUIT	30686273330	73259003224255	3209.31
21/06/2023	Factura C	0003-00000738	CUIT	30687156168	73259997501249	53605.52
21/06/2023	Factura C	0003-00000737	CUIT	30688254090	73259995297202	13477.34
05/06/2023	Factura C	0003-00000736	CUIT	30714590541	73239416084370	45416.15
05/06/2023	Factura C	0003-00000735	CUIT	30500017011	73239415272085	106263.94
05/06/2023	Factura C	0003-00000734	CUIT	33707366589	73239414790091	28919.19
05/06/2023	Factura C	0003-00000733	CUIT	30500051163	73239414288910	68852.02
05/06/2023	Factura C	0003-00000732	CUIT	30500000127	73239413436725	33430.07
05/06/2023	Factura C	0003-00000731	CUIT	33686262869	73239412971632	5307.47
05/06/2023	Factura C	0003-00000730	CUIT	30500031960	73239412676267	56687.96
01/06/2023	Factura C	0003-00000729	CUIT	30714590541	73229030401368	60000
23/05/2023	Factura C	0003-00000728	CUIT	30714182753	73219152816338	24201.93
17/05/2023	Factura C	0003-00000727	CUIT	30500049770	73209596036827	11846.75
17/05/2023	Factura C	0003-00000726	CUIT	30500001115	73209566566656	27075.76
15/05/2023	Factura C	0003-00000725	CUIT	30686273330	73209354575807	2559.62
15/05/2023	Factura C	0003-00000724	CUIT	30500017011	73209354153898	105318.66
15/05/2023	Factura C	0003-00000723	CUIT	30500036911	73209353358066	18044.14
15/05/2023	Factura C	0003-00000722	CUIT	30500051163	73209353024729	70093.27
15/05/2023	Factura C	0003-00000721	CUIT	30500000127	73209351068605	35522.35
15/05/2023	Factura C	0003-00000720	CUIT	30500037217	73209350347747	12421.99
15/05/2023	Factura C	0003-00000719	CUIT	33686262869	73209349774481	5168.05
15/05/2023	Factura C	0003-00000718	CUIT	30500031960	73209349416099	62960.66
05/05/2023	Factura C	0003-00000717	CUIT	30687156168	73189355274984	75319.99
04/05/2023	Factura C	0003-00000716	CUIT	30714590541	73189267377254	45118.56
04/05/2023	Factura C	0003-00000715	CUIT	33707366589	73189266309725	28905.92
21/04/2023	Factura C	0003-00000714	CUIT	30500049770	73169939795064	2417.69
21/04/2023	Factura C	0003-00000713	CUIT	30500036911	73169939262897	23375.85
21/04/2023	Factura C	0003-00000712	CUIT	30714182753	73169937684477	19116.59
21/04/2023	Factura C	0003-00000711	CUIT	30500001115	73169937238520	24006
10/04/2023	Factura C	0003-00000710	CUIT	30686273330	73159857443392	3274.87
10/04/2023	Factura C	0003-00000709	CUIT	30714590541	73159856791764	60887.12
10/04/2023	Factura C	0003-00000708	CUIT	30687156168	73159856227243	52465.88
10/04/2023	Factura C	0003-00000707	CUIT	30500017011	73159851406046	101728.45
10/04/2023	Factura C	0003-00000706	CUIT	33707366589	73159850666762	26110.58
10/04/2023	Factura C	0003-00000705	CUIT	30500051163	73159850254028	94666.14
10/04/2023	Factura C	0003-00000704	CUIT	30500000127	73159849705049	28390.52
10/04/2023	Factura C	0003-00000703	CUIT	30500037217	73159849251875	9824.64
10/04/2023	Factura C	0003-00000702	CUIT	33686262869	73159848659391	14358.44
10/04/2023	Factura C	0003-00000701	CUIT	30500031960	73159848035899	61678.95
27/03/2023	Factura C	0003-00000700	CUIT	30714182753	73139401059824	20717.31
16/03/2023	Factura C	0003-00000699	CUIT	30500036911	73119421889006	27136.09
16/03/2023	Factura C	0003-00000698	CUIT	3050049770	73119421287968	2326.09
16/03/2023	Factura C	0003-00000697	CUIT	30500001115	73119420867900	23233.01
16/03/2023	Factura C	0003-00000696	CUIT	30500037217	73119420435260	9163.03
07/03/2023	Factura C	0003-00000695	CUIT	30714590541	73109537926334	47430.73
07/03/2023	Factura C	0003-00000694	CUIT	30687156168	73109537257903	57023.35
07/03/2023	Factura C	0003-00000693	CUIT	30500051163	73109536619316	73014.02
07/03/2023	Nota de Crédito C	0003-00000013	CUIT	30500051163	73109536333064	73014.32
07/03/2023	Factura C	0003-00000692	CUIT	30686273330	73109535708232	6124.11
